Quote,Author,Tag
"I would choose you."" The words were out before he thought better of them, and there was no way to pull them back. Silence stretched between them. Perhaps the floor will open and I'll plummet to my death, he thought hopefully. ""As your general?"" Her voice careful. She was offering him a chance to right the ship, to take them back to familiar waters. And a fine general you are. There could be no better leader. You may be prickly, but that's what Ravka needs. So many easy replies. Instead he said, ""As my queen."" He couldn't read her expression. Was she pleased? Embarrassed? Angry? Every cell in his body screamed for him to crack a joke, to free both of them from the peril of the moment. But he wouldn't. He was still a privateer, and he'd come too far. ""Because I'm a dependable soldier,"" she said, but she didn't sound sure. It was the same cautious, tentative voice, the voice of someone waiting for a punch line, or maybe a blow. ""Because I know all of your secrets."" ""I do trust you more than myself sometimes- and I think very highly of myself."" Hadn't she said there was no one else she'd choose to have her back in a fight? But that isn't the whole truth, is it, you great cowardly lump. To hell with it. They might all die soon enough. They were safe here in the dark, surrounded by the hum of engines. ""I would make you my queen because I want you. I want you all the time."" She rolled on to her side, resting her head on her folded arm. A small movement, but he could feel her breath now. His heart was racing. ""As your general, I should tell you that would be a terrible decision."" He turned on to his side. They were facing each other now. ""As your king, I should tell you that no one could dissuade me. No prince and no power could make me stop wanting you."" Nikolai felt drunk. Maybe unleashing the demon had loosed something in his brain. She was going to laugh at him. She would knock him senseless and tell him he had no right. But he couldn't seem to stop. ""I would give you a crown if I could,"" he said. ""I would show you the world from the prow of a ship. I would choose you, Zoya. As my general, as my friend, as my bride. I would give you a sapphire the size of an acorn."" He reached in to his pocket. ""And all I would ask in return is that you wear this damnable ribbon in your hair on our wedding day."" She reached out, her fingers hovering over the coil of blue velvet ribbon resting in his palm. Then she pulled back her hand, cradling her fingers as if they'd been singed. ""You will wed a Taban sister who craves a crown,"" she said. ""Or a wealthy Kerch girl, or maybe a Fjerdan royal. You will have heirs and a future. I'm not the queen Ravka needs."" ""And if you're the queen I want?""... She sat up, drew her knees in, wrapped her arms around them as if she would make a shelter of her own body. He wanted to pull her back down beside him and press his mouth to hers. He wanted her to look at him again with possibility in her eyes. ""But that's not who I am. Whatever is inside me is sharp and gray as the thorn wood."" She rose and dusted off her kefta. ""I wasn't born to be a bride. I was made to be a weapon."" Nikolai forced himself to smile. It wasn't as if he'd offered her a real proposal. They both knew such a thing was impossible. And yet her refusal smarted just as badly as if he'd gotten on his knee and offered her his hand like some kind of besotted fool. It stung. All saints, it stung. ""Well,"" he said cheerfully, pushing up on his elbows and looking up at her with all the wry humour he could muster. ""Weapons are good to have around too. Far more useful than brides and less likely to mope about the palace. But if you won't rule Ravka by my side, what does the future hold, General?"" Zoya opened the door to the Cargo hold.Light flooded in gilding her features when she looked back at him. ""I'll fight on beside you. As your general. As your friend. Because whatever my failings, I know this. You are the king Ravka needs.",Leigh Bardugo,leigh-bardugo
"In his brief time as a student, he'd fallen in love with the Boeksplein. Jesper had never been a great reader. He loved stories, but he hated sitting still, and the books assigned to him for school seemed designed to make his mind wander. At the Boeksplein, wherever his eyes strayed, there was something to occupy them; leaded windows with stained-glass borders, iron gates worked in to figures of books and ships, the central fountain with its bearded scholar, and best of all, the gargoyles- bat-winged grotesques in mortarboard caps, and stone dragons falling asleep over books. He liked to think that whoever had built this place had known not all students were suited to quite contemplation.",Leigh Bardugo,leigh-bardugo
How can I walk by a window full of wheels of cheese and feel nothing? I don't even know myself anymore.,Leigh Bardugo,leigh-bardugo
"When a child is odd or behaves strangely, they say 'her place is with the wolves.' It's a kind way of saying she doesn't belong.",Leigh Bardugo,leigh-bardugo
I have a gift for folly- let me indulge it.,Leigh Bardugo,leigh-bardugo
"He only wished that it wasn't winter. He wanted to turn his face to the sun and feel it warm him. The cold frightened him now. It felt like death, like the long silence of not being, without sense of time or place, only the understanding that he must hold on, that someday, there would be an end to the terrible stillness. He'd been a long time in the dark.",Leigh Bardugo,leigh-bardugo
Let us all pray to our saints and the spirits of our bilious aunts.,Leigh Bardugo,leigh-bardugo
"Sickness is sickness,"" said Hanne. ""It's not something to fear.",Leigh Bardugo,leigh-bardugo
"Once people know something is possible, the pace of new findings increases. After that, it's like trying to get a swarm of hornets back in to their nest.",Leigh Bardugo,leigh-bardugo
"There's just one small problem, "" said Jesper, ""and by small, I mean 'huge, glaring, let's scrap this and go get a lager.",Leigh Bardugo,leigh-bardugo
"Her curls thick and vibrant, arranged by a lady's maid into a nautilus of braids.",Leigh Bardugo,leigh-bardugo
