Quote,Author,Tag
"Autumn sharpens the night air and paints the morning gold on the edge of winter’s silver breath, dancing delicately between life and death, between 4 pm and 3 am.",Laura Chouette,dark-academia
"At a certain point, you no longer hope; you just keep on existing. One day at a time, for the rest of your life. And that feeling is not shallow but runs deep— deeper than any happiness or love could ever run. A vein is a mere line poets like me used to write on and a lifeline where sailors swim towards at night. If we keep on writing and giving, we grow on that existing line with millions of words that save hope - and thus give existence and life.",Laura Chouette,dark-academia
"OCTOBER MORNINGS How your eyes gleamed like emeralds once autumn's first day arrived, how amber was the glance that met my tired eyes. Like silk was the light of morning that came through half-shut doors and made a line of gold upon our bedroom floor. Silent creeks empty hallways full of doubt, the room is empty now.",Laura Chouette,dark-academia
"And she wondered: if he were a painting, could she read him better?",Megan Scott,dark-academia
"The Great Library of Alyssium, with its soaring spires, stained-glass windows, and labyrinthine bookshelves, was the jewel of the Crescent Islands Empire. Its hallowed stacks were filled with centuries-old treatises, histories, studies, and (most importantly, in Kiela's opinion) spellbooks. Only the elite, the crème de la crème of the scholars, were allowed to even view the spellbooks, as only the rarefied few were permitted, by imperial law, to use magic.",Sarah Beth Durst,dark-academia
"WE ARE OUR OWN CREATION How high a sinful mind can wander before it reaches heaven? How deep a second love can run before it is forgiven? How many lines a poet can write before being criticised? How many lines can a painter create before being copied? I say, there is no limit to any of these for we are still our own creation.",Laura Chouette,dark-academia
Everything outside of our mind is endless - so why limit oneself?,Laura Chouette,dark-academia
And the home we build for our love ended up keeping it out of its own walls.,Laura Chouette,dark-academia
I wrote so much about our love that the feeling itself turned into art.,Laura Chouette,dark-academia
The ink I write with is borrowed from the stars - too blue to be the sky and too dark to be its night.,Laura Chouette,dark-academia
Shallow are the hearts that bloom beside empty dreams.,Laura Chouette,dark-academia
The right way to admire something is to love it unconditionally.,Laura Chouette,dark-academia
While we keep on dancing our souls delicately embrace.,Laura Chouette,dark-academia
We can rest on each other's hearts - yet our dreams keep on wondering. ,Laura Chouette,dark-academia
And I kept each piece that the night offered me - for the night was full of you.,Laura Chouette,dark-academia
"For the ink is the same each day - but the words are blooming in colours no one has ever seen - for my words are flowers, and your love is a garden.",Laura Chouette,dark-academia
"We’ve all carried too much; maybe that’s why, when we lay down something, it feels like everything is leaving, and yet - too much remains.",Laura Chouette,dark-academia
You can not break my heart - and call the lines you write on art.,Laura Chouette,dark-academia
A reverie is one soul’s river; but a word is one heart’s vein.,Laura Chouette,dark-academia
There is a part of you I can't entirely forget - where my memories grow flowers and our past outreaches the gates of my garden; where the words I rather forget become a book of regret.,Laura Chouette,dark-academia
Champagne lips and tired eyes under endless velvet skies — a love living only for the highs.,Laura Chouette,dark-academia
And between all those eternities you realise that art & love my be the only things that stay long enough inside one's soul to make an impression.,Laura Chouette,dark-academia
"The meadows lay weeping with tears like an emeralds gleam; while every nightingale is seeking the shelter of its only willow's green. - And silently, my step falls on leaves that carry me much further than I'd dream; for willows and thoughts are fading slowly while everything eternal is not seen and yet they keep so many of us in good company for some can not be on their own, nor can they be free. - So I found peace, the one eternal each one seeks and so I left my soul for emerald's gleam; while the meadow still lays weeping with grief over my grave so quietly for it lays beneath the shadow of its only willow's green.",Laura Chouette,dark-academia
I used to paint the world golden while drowning inside the silver of your words.,Laura Chouette,dark-academia
The lights are gone yet your absence makes even the darkness tremble - for nothing feels as empty as a place without you.,Laura Chouette,dark-academia
And if everything we love is considered art then our love is the greatest masterpiece.,Laura Chouette,dark-academia
I touched each star you collected for me in vain; Only to see my sky fade inside the glimmer of a dream.,Laura Chouette,dark-academia
I kept every letter - only to be remembered of the wrong one’s words can cause (to the heart).,Laura Chouette,dark-academia
Twice my heart broke for a love so delicate as my own; and yet I did not find a piece of myself in between those lines.,Laura Chouette,dark-academia
Love is too much for our generation - that’s why it dies inside our hands but blooms at our feet.,Laura Chouette,dark-academia
There is something tragic within one's love.,Laura Chouette,dark-academia
We all admire the night sky and its infinite beauty; not realising that everything in it shines on its own. And maybe that's the reason why empty hearts and lonely souls crave these quiet hours.,Laura Chouette,dark-academia
And even of his roses only thorns remained.,Laura Chouette,dark-academia
Pain changes the way we love.,Laura Chouette,dark-academia
"There is nothing more painful in this world, than to be in love with something that can never be.",Laura Chouette,dark-academia
And we will always believe in love - for pain only touches the feeling ﻿yet never conquers the heart.,Laura Chouette,dark-academia
